Intersection Type, Street Number,Nearest street number intersection,Latitude, Longitude,roundabout flag,2012 accidents,2013 accidents,2014 accidents,2015 accidents,Total accidents
1,2612,5076,45 31.62239428,-122 35.6908394800000001,0,1,0,0,0,1
3,1940,5024,45 29.54547501000000004,-122 38.299325189,0,3,0,0,0,3
3,210,801,45 32.39496184999999997,-122 26.11382345,0,1,0,0,0,1
1,935,1206,45 33.524354905,-122 41.4415997539999999,0,1,0,0,0,1
3,1010,5192,45 32.12037826,-122 27.581749916,0,1,0,0,0,1
1,2225,2402,45 33.7460158,-122 39.380106914,0,2,0,0,0,2
3,831,5026,45 32.5260165010000001,-122 42.174200904,0,1,0,0,0,1
1,232,421,45 30.23797300600000003,-122 25.15843746900000001,0,3,0,0,0,3
3,508,2511,45 28.341163138,-122 42.86780461,0,3,0,0,0,3
1,801,1001,45 32.62586793,-122 26.11271645000000001,0,3,0,0,0,3
3,1447,7017,45 28.13379841500000001,-122 41.422914705,0,1,0,0,0,1
1,612,705,45 30.161940514,-122 26.81098994,0,6,0,0,0,6
1,267,5001,45 32.63506144,-122 39.52880613399999994,0,1,0,0,0,1
1,2202,5230,45 32.34347187,-122 25.34756379700000004,0,1,0,0,0,1
3,1209,5082,45 32.23258799,-122 34.44392177200000006,0,2,0,0,0,2
3,2210,5116,45 33.28158476899999997,-122 32.35552231400000004,0,1,0,0,0,1
1,267,5037,45 32.65466807000000005,-122 37.299948368,0,3,0,0,0,3
1,2658,9710,45 28.40867737299999995,-122 33.531054699,0,6,0,0,0,6
3,2210,5106,45 33.315160412,-122 33.13332205499999999,0,1,0,0,0,1
1,1528,5010,45 30.504631598,-122 41.73323629,0,2,0,0,0,2
3,1028,5015,45 30.439245116,-122 39.22759019,0,1,0,0,0,1
1,929,2205,45 30.51749138200000004,-122 39.387475245,0,1,0,0,0,1
1,922,5122,45 31.346541886,-122 32.158959834,0,6,0,0,0,6
5,725,929,45 31.30255847600000003,-122 39.38494744399999995,0,3,0,0,0,3
3,481,5052,45 29.310580273,-122 36.324153044,0,1,0,0,0,1
3,1429,5011,45 31.4465691760000001,-122 39.15613208199999999,0,1,0,0,0,1
3,612,5176,45 30.164928125,-122 28.55526695,0,1,0,0,0,1
3,2259,5079,45 31.89703253,-122 34.56781862800000006,0,2,0,0,0,2
1,2205,5028,45 30.51467869799999995,-122 38.136160163,0,1,0,0,0,1
1,2259,5019,45 31.95471165,-122 38.475061855,0,1,0,0,0,1
1,608,1919,45 28.112720592,-122 20.12574440300000001,0,1,0,0,0,1
3,745,9729,45 31.26502781899999995,-122 33.543972505,0,1,0,0,0,1
1,824,1940,45 29.510286944,-122 36.4086606679999999,0,2,0,0,0,2
4,922,5120,45 31.346413076,-122 32.227601598,0,1,0,0,0,1
1,1028,5016,45 30.43908154499999995,-122 38.58563900600000004,0,1,0,0,0,1
1,1055,1567,45 29.25184395499999997,-122 39.41461154,0,5,0,0,0,5
1,455,472,45 35.394311737,-122 43.26968455100000003,0,1,0,0,0,1
1,928,1309,45 32.34211757500000004,-122 40.190650893,0,1,0,0,0,1
3,614,5115,45 30.15018228200000001,-122 32.435094839,0,1,0,0,0,1
1,2612,5011,45 31.7060189,-122 39.16731697,0,2,0,0,0,2
1,1021,5037,45 30.31617171399999997,-122 37.32626035800000004,0,1,0,0,0,1
1,471,5006,45 30.518734073,-122 40.520671136,0,2,0,0,0,2
1,1928,5006,45 31.14841096900000002,-122 39.34944305,0,1,0,0,0,1
1,9610,2289,45 30.326523145,-122 44.84505113,0,1,0,0,0,1
5,2210,5082,45 33.87784812,-122 34.431204748,0,5,0,0,0,5
1,1108,1432,45 34.376598739,-122 40.55516880900000004,0,4,0,0,0,4
3,2702,5020,45 30.5669932360000001,-122 38.440259143,0,1,0,0,0,1
4,1919,2642,45 35.23816382000000003,-122 41.499339854,0,1,0,0,0,1
1,801,2402,45 33.28884972999999996,-122 39.416444535,0,1,0,0,0,1
1,1005,5106,45 32.06508613,-122 33.12731523300000001,0,1,0,0,0,1
3,1695,5122,45 30.382344395,-122 32.156351392,0,1,0,0,0,1
1,1528,5117,45 30.41638731299999996,-122 32.3415787589999999,0,1,0,0,0,1
3,1687,5058,45 28.30598039,-122 44.128517229,0,1,0,0,0,1
1,2324,5023,45 32.77706800000000005,-122 41.557580297,0,2,0,0,0,2
1,905,2273,45 33.377881051,-122 39.455071937,0,2,0,0,0,2
1,925,2402,45 33.230697934,-122 39.41587287100000005,0,4,0,0,0,4
3,130,2203,45 31.8639867,-122 23.598079922,0,1,0,0,0,1
1,1009,2332,45 35.190277487,-122 42.86251599,0,1,0,0,0,1
1,1208,5023,45 31.421083463,-122 41.54800350300000005,0,2,0,0,0,2
1,1200,2362,45 36.372574284,-122 40.37705719099999996,0,1,0,0,0,1
1,2259,5016,45 31.95844627,-122 38.58460106999999994,0,1,0,0,0,1
3,812,815,45 35.28372772499999996,-122 43.07679275999999999,0,1,0,0,0,1
1,2658,9711,45 28.427993014,-122 34.03676011,0,2,0,0,0,2
3,852,5060,45 27.440222697,-122 36.7872620599999999,0,1,0,0,0,1
1,270,609,45 34.24650675,-122 41.142558874,0,1,0,0,0,1
1,922,9732,45 31.3475825,-122 33.575461157,0,6,0,0,0,6
1,2210,5067,45 32.46425619,-122 35.3953319929999999,0,2,0,0,0,2
1,2259,5141,45 31.8798125599999999,-122 31.6440382,0,2,0,0,0,2
1,1018,1920,45 29.25223821899999997,-122 28.31970272899999998,0,2,0,0,0,2
2,133,5003,45 30.134783141,-122 40.51130683000000005,0,2,0,0,0,2
1,1505,1946,45 34.496260307,-122 43.515087125,0,2,0,0,0,2
1,2659,5066,45 30.51777695,-122 35.441584799,0,1,0,0,0,1
1,1820,5015,45 31.557479353,-122 41.11459206,0,1,0,0,0,1
3,2225,7141,45 33.87155325,-122 31.115567751,0,1,0,0,0,1
1,1012,5058,45 32.116115694,-122 36.130851837,0,1,0,0,0,1
5,2210,5021,45 31.345857015,-122 38.40242065000000004,0,1,0,0,0,1
3,428,612,45 30.17336268,-122 24.20381335500000002,0,1,0,0,0,1
1,929,1429,45 31.355168631,-122 39.383901699,0,3,0,0,0,3
1,627,5028,45 33.5752379299999999,-122 38.144851292,0,1,0,0,0,1
1,1940,5092,45 29.50574703899999996,-122 34.6564972999999999,0,11,0,0,0,11
3,1940,5031,45 29.49086151799999996,-122 38.08103342,0,6,0,0,0,6
1,614,9716,45 30.157452684,-122 33.47661929,0,5,0,0,0,5
1,1309,1589,45 34.279733089,-122 40.220486721,0,2,0,0,0,2
1,111,905,45 33.328337328,-122 39.45386125799999995,0,2,0,0,0,2
3,1432,2515,45 34.37662556,-122 41.50058521,0,2,0,0,0,2
1,2301,5013,45 27.51562016299999996,-122 39.10790021300000001,0,2,0,0,0,2
1,1940,5162,45 29.412100797,-122 29.479568846,0,1,0,0,0,1
1,1005,5100,45 32.06559020000000001,-122 33.394032828,0,2,0,0,0,2
1,486,5004,45 31.257250075,-122 40.27914801399999998,0,1,0,0,0,1
3,1501,6814,45 30.257707877,-122 25.515458941,0,1,0,0,0,1
1,1311,5013,45 33.45819343599999996,-122 39.75060885,0,2,0,0,0,2
5,472,9753,45 33.415120492,-122 33.56098747499999995,0,6,0,0,0,6
1,1018,8611,45 29.191850179,-122 28.318780907,0,3,0,0,0,3
1,1528,5013,45 30.53406522499999994,-122 41.182105951,0,3,0,0,0,3
1,113,5076,45 31.33117286,-122 35.68900540999999995,0,1,0,0,0,1
1,614,5101,45 30.155910283,-122 33.34425508799999996,0,4,0,0,0,4
3,935,1432,45 34.376549312,-122 41.437309638,0,1,0,0,0,1
1,1513,5004,45 30.54734989,-122 40.421509742,0,1,0,0,0,1
3,2317,1008,45 29.297533457,-122 41.34688337999999996,0,1,0,0,0,1
1,1012,5057,45 32.115229838,-122 36.16821307,0,1,0,0,0,1
3,1005,5060,45 32.13535256000000002,-122 36.57262708,0,4,0,0,0,4
3,2218,5187,45 31.8886211099999999,-122 28.14374992800000001,0,4,0,0,0,4
1,283,5028,45 31.22329073,-122 38.141376057,0,1,0,0,0,1
3,211,5223,45 32.38988618100000004,-122 26.008242089999999999,0,1,0,0,0,1
1,111,5019,45 33.326754902,-122 38.449177997,0,1,0,0,0,1
1,472,2504,45 34.5854878420000001,-122 40.4116089700000001,0,1,0,0,0,1
1,817,5082,45 28.71697022,-122 34.445195315,0,1,0,0,0,1
1,221,5006,45 32.58188731499999996,-122 39.3458266029999999,0,1,0,0,0,1
3,2612,5014,45 31.20896873899999996,-122 41.7774748700000001,0,1,0,0,0,1
3,1940,5086,45 29.506702564,-122 34.265863016,0,4,0,0,0,4
3,1943,2402,45 33.198108722,-122 39.415324039,0,2,0,0,0,2
1,1110,5019,45 31.404758932,-122 38.472894762,0,2,0,0,0,2
5,458,2402,45 30.41478360200000004,-122 39.4260686679999999,0,8,0,0,0,8
1,609,1501,45 34.591815076,-122 41.127956128,0,1,0,0,0,1
1,922,5080,45 31.351504593,-122 34.5324496479999999,0,2,0,0,0,2
1,224,1920,45 29.49388052,-122 27.17802808300000002,0,6,0,0,0,6
1,2259,9723,45 31.8563875,-122 33.525808335,0,1,0,0,0,1
1,604,2402,45 31.277009887,-122 39.422339475,0,2,0,0,0,2
3,1422,1940,45 29.494383625,-122 37.331608517,0,1,0,0,0,1
1,1943,5042,45 33.200001887,-122 37.13447406699999998,0,1,0,0,0,1
1,817,5092,45 28.63483377,-122 34.67097804000000005,0,3,0,0,0,3
1,2260,5039,45 29.50146337,-122 37.215029527,0,5,0,0,0,5
4,928,2402,45 32.3468097,-122 39.417286402,0,1,0,0,0,1
1,1439,5018,45 31.478453431,-122 41.22130986899999996,0,1,0,0,0,1
5,267,2504,45 32.6351134,-122 40.38553230000000003,0,3,0,0,0,3
1,2237,5015,45 33.15745342800000001,-122 39.12583453000000002,0,1,0,0,0,1
1,1055,5017,45 29.25169975199999996,-122 38.540426694,0,4,0,0,0,4
3,1432,5015,45 34.345611233,-122 39.02658386,0,2,0,0,0,2
1,2259,5108,45 31.84520556,-122 33.9610518199999998,0,2,0,0,0,2
1,283,5022,45 31.223288442,-122 38.36464636999999996,0,4,0,0,0,4
1,226,5010,45 30.5938985600000001,-122 39.204390395,0,4,0,0,0,4
1,212,9477,45 26.35240893299999996,-122 44.33213787100000005,0,2,0,0,0,2
1,1305,5160,45 29.57410384400000005,-122 29.562232246,0,1,0,0,0,1
3,1311,1432,45 33.464377109,-122 35.272168913,0,1,0,0,0,1
1,472,9752,45 33.351504296,-122 33.409240317,0,4,0,0,0,4
1,1940,5059,45 29.508840299,-122 36.6627762599999999,0,2,0,0,0,2
1,608,1432,45 34.376372927,-122 41.327171085,0,1,0,0,0,1
3,1940,5036,45 29.49355011499999996,-122 37.343091198,0,2,0,0,0,2
1,928,2504,45 32.341546055,-122 40.5259526999999999,0,1,0,0,0,1
3,1010,5186,45 32.12103591,-122 28.194880858,0,1,0,0,0,1
3,614,5168,45 30.16493273300000002,-122 29.22539477899999998,0,2,0,0,0,2
1,1940,5115,45 29.48291235,-122 32.434919984,0,2,0,0,0,2
1,458,5013,45 30.558922446,-122 41.16971965700000002,0,3,0,0,0,3
1,1055,1506,45 29.251859367,-122 39.14633815300000002,0,4,0,0,0,4
1,1940,5039,45 29.504252107,-122 37.213691907,0,6,0,0,0,6
3,1940,6028,45 29.512979386,-122 38.116767132,0,3,0,0,0,3
1,2210,5148,45 33.8678449699999998,-122 30.370968879,0,4,0,0,0,4
3,1432,1919,45 34.37662556,-122 41.50058521,0,2,0,0,0,2
3,1940,5099,45 29.471009395,-122 33.419602287,0,4,0,0,0,4
1,209,212,45 29.32526782399999995,-122 40.36834066,0,1,0,0,0,1
1,824,5128,45 28.360426221,-122 31.556177197,0,2,0,0,0,2
1,1534,5019,45 31.503445444,-122 41.25877588,0,2,0,0,0,2
3,612,1901,45 30.172647617,-122 24.110594592,0,1,0,0,0,1
1,922,5052,45 31.35422344700000004,-122 36.366054552,0,1,0,0,0,1
1,260,809,45 34.437730291,-122 41.205185258,0,1,0,0,0,1
1,113,5009,45 31.13512775099999999,-122 40.508179175,0,2,0,0,0,2
1,1304,8202,45 29.562449552,-122 25.330704608,0,1,0,0,0,1
4,1005,5080,45 32.09966995999999999,-122 34.515270629,0,2,0,0,0,2
1,212,2310,45 27.24026562100000003,-122 42.48237887,0,5,0,0,0,5
1,458,5007,45 30.41456053499999996,-122 39.31372180199999995,0,1,0,0,0,1
3,1940,5034,45 29.48626641799999994,-122 37.455326204,0,3,0,0,0,3
1,267,5006,45 30.257446539,-122 41.33062157999999995,0,2,0,0,0,2
3,472,1311,45 33.44252216600000004,-122 34.45839447,0,1,0,0,0,1
3,1901,2402,45 31.455868773,-122 39.4205317470000001,0,2,0,0,0,2
3,472,7092,45 33.471333097,-122 34.6652178599999999,0,1,0,0,0,1
3,283,5056,45 31.2236961,-122 36.213303686,0,1,0,0,0,1
2,2613,5169,45 32.315692088,-122 29.211445462,0,1,0,0,0,1
1,824,5097,45 28.422696221,-122 33.484611481,0,1,0,0,0,1
1,1943,5008,45 33.197646516,-122 39.273762669,0,1,0,0,0,1
4,2259,5081,45 31.8917200900000001,-122 34.498296684,0,1,0,0,0,1
1,1508,1710,45 28.227043552,-122 40.173485131,0,1,0,0,0,1
6,831,1204,45 30.48326911700000004,-122 40.28983986600000005,0,2,0,0,0,2
3,9561,9600,45 30.5386322070000001,-122 41.30602343800000003,0,2,0,0,0,2
1,922,9730,45 31.347906303,-122 33.514121374,0,3,0,0,0,3
1,607,608,45 34.1827655,-122 41.33044815,0,1,0,0,0,1
1,2237,5122,45 33.128836661,-122 32.138501435,0,2,0,0,0,2
3,1311,5006,45 33.4586290820000001,-122 39.345562417,0,1,0,0,0,1
1,1940,5148,45 29.476631429,-122 32.527203561,0,2,0,0,0,2
1,2612,5082,45 31.6212568900000001,-122 34.44487884,0,7,0,0,0,7
1,1012,5053,45 32.114294033,-122 36.32011867800000005,0,1,0,0,0,1
1,2110,5162,45 32.29719825399999994,-122 29.444896692,0,2,0,0,0,2
1,1591,5020,45 31.17195952,-122 38.43985341600000005,0,1,0,0,0,1
1,7238,9203,45 32.220832666,-122 25.58132042,0,3,0,0,0,3
1,604,5003,45 31.283578,-122 40.243585686,0,1,0,0,0,1
1,283,5060,45 31.223300764,-122 36.83376199,0,1,0,0,0,1
1,112,1938,45 34.117243924,-122 40.295336152,0,1,0,0,0,1
3,1940,5058,45 29.509014945,-122 36.11067299199999999,0,1,0,0,0,1
3,232,448,45 30.40083463200000004,-122 26.213581943,0,3,0,0,0,3
3,5190,8631,45 28.281384928,-122 28.14346041999999999,0,1,0,0,0,1
3,2218,5190,45 31.89152114,-122 28.50998031,0,1,0,0,0,1
1,111,5008,45 33.32809992699999995,-122 39.27141997999999997,0,1,0,0,0,1
3,1090,9497,45 27.89242482,-122 43.17140215100000002,0,2,0,0,0,2
1,2309,5006,45 30.5430420079999999,-122 39.350791726,0,2,0,0,0,2
5,508,1102,45 28.363173049,-122 42.5742961900000001,0,1,0,0,0,1
3,1508,1574,45 29.8649697699999999,-122 40.31518923100000002,0,1,0,0,0,1
1,2259,5080,45 31.89435235,-122 34.53286752899999996,0,1,0,0,0,1
3,811,5181,45 31.322150828,-122 28.374173497,0,1,0,0,0,1
1,2259,5039,45 31.9456575099999998,-122 37.228235599,0,1,0,0,0,1
3,1646,5154,45 30.371168165,-122 30.21997045999999997,0,1,0,0,0,1
1,9471,9477,45 26.34288937100000005,-122 44.329240328,0,1,0,0,0,1
1,2702,5088,45 30.580751598,-122 34.22847310399999998,0,1,0,0,0,1
1,1943,5115,45 33.193747155,-122 32.38856507799999996,0,1,0,0,0,1
3,829,5087,45 32.532391238,-122 34.250063054,0,2,0,0,0,2
1,1019,5104,45 28.574485343,-122 33.205513625,0,2,0,0,0,2
3,919,5082,45 29.339103349,-122 34.4358226,0,1,0,0,0,1
1,929,2309,45 30.5431627879999999,-122 39.387306264,0,2,0,0,0,2
3,927,2213,45 29.407646567,-122 44.352717432,0,1,0,0,0,1
3,113,5223,45 33.9733866599999999,-122 26.30174187999999997,0,1,0,0,0,1
1,1534,5018,45 31.504116001,-122 41.22226318,0,1,0,0,0,1
1,171,9762,45 34.13914629199999998,-122 32.5494910649999999,0,4,0,0,0,4
1,104,2402,45 33.590731605,-122 39.410547458,0,1,0,0,0,1
1,111,5027,45 33.32574122100000004,-122 38.163886973,0,1,0,0,0,1
1,1922,5017,45 29.558331802,-122 38.53762821100000004,0,1,0,0,0,1
3,2158,5159,45 29.508291305,-122 29.597110934,0,1,0,0,0,1
1,283,5018,45 31.22376455399999998,-122 38.51065014899999994,0,1,0,0,0,1
1,1528,5092,45 30.388624004,-122 34.8733435,0,1,0,0,0,1
3,1940,5151,45 29.4935779960000001,-122 30.244207259,0,1,0,0,0,1
1,1112,1416,45 35.21175312899999998,-122 45.15383903899999998,0,3,0,0,0,3
3,1432,5045,45 34.11106434,-122 36.59945960899999996,0,1,0,0,0,1
1,283,5160,45 31.201774838,-122 29.564321223,0,1,0,0,0,1
3,824,5069,45 29.164982717,-122 35.33452537400000004,0,1,0,0,0,1
1,2259,5030,45 31.9518156699999999,-122 38.5373991200000001,0,1,0,0,0,1
1,283,1412,45 31.236484329,-122 37.31115769,0,1,0,0,0,1
1,1028,5011,45 30.439749295,-122 39.16890496300000002,0,3,0,0,0,3
1,283,929,45 31.22535649399999997,-122 39.385412934,0,10,0,0,0,10
1,1940,5009,45 30.55044472,-122 39.24445988,0,1,0,0,0,1
1,626,5072,45 28.331898683,-122 35.21645178,0,3,0,0,0,3
1,283,5122,45 31.209624497,-122 32.159570766,0,4,0,0,0,4
1,267,5021,45 32.6075834599999999,-122 38.413643591,0,2,0,0,0,2
1,112,719,45 33.401486971,-122 40.29937268900000003,0,1,0,0,0,1
3,402,1304,45 32.267210462,-122 23.215913861,0,1,0,0,0,1
1,1528,5096,45 30.394134787,-122 33.51418363,0,4,0,0,0,4
5,917,2323,45 31.195712802,-122 35.308446219,0,1,0,0,0,1
1,2658,5072,45 28.46258764500000005,-122 35.2145089,0,1,0,0,0,1
3,2259,5130,45 31.86402259,-122 31.480942961,0,1,0,0,0,1
1,1591,5011,45 31.19447265999999999,-122 39.16770326500000003,0,5,0,0,0,5
3,1508,2129,45 29.112494655,-122 40.31979469,0,1,0,0,0,1
3,1068,5020,45 31.379891104,-122 38.436584066,0,1,0,0,0,1
1,922,9728,45 31.3475825,-122 33.575461157,0,2,0,0,0,2
3,212,1090,45 27.10606722300000001,-122 43.218041297,0,2,0,0,0,2
1,224,612,45 30.16003784699999997,-122 27.180922675,0,3,0,0,0,3
1,2210,5044,45 32.13278978500000001,-122 37.44590475,0,1,0,0,0,1
5,9753,472,45 33.415120492,-122 33.56098747499999995,0,2,0,0,0,2
1,1515,5003,45 30.560179791,-122 40.370784825,0,2,0,0,0,2
1,2620,5007,45 32.36647638,-122 39.309094663,0,1,0,0,0,1
1,1304,8205,45 30.37101781000000003,-122 25.33066075399999995,0,1,0,0,0,1
1,1055,5026,45 29.250670013,-122 38.224595172,0,5,0,0,0,5
1,226,5012,45 30.593745886,-122 39.131492844,0,2,0,0,0,2
1,439,1432,45 34.376562449,-122 42.286500901,0,1,0,0,0,1
1,1110,5023,45 31.395421131,-122 41.54704603000000006,0,2,0,0,0,2
1,1432,2504,45 34.379825737,-122 40.63009138,0,2,0,0,0,2
1,232,705,45 30.35381453799999996,-122 26.4944232,0,2,0,0,0,2
1,171,5122,45 33.559573395,-122 32.07453894,0,5,0,0,0,5
1,267,816,45 31.33224042100000005,-122 40.39151700899999994,0,2,0,0,0,2
1,232,1023,45 30.6107011099999999,-122 24.500327608,0,7,0,0,0,7
1,609,1938,45 34.116961737,-122 41.148296484,0,3,0,0,0,3
1,267,1201,45 30.337158736,-122 41.62130241999999996,0,1,0,0,0,1
1,283,5003,45 31.232267497,-122 40.241210247,0,3,0,0,0,3
1,473,1311,45 33.457055494,-122 40.163117054,0,2,0,0,0,2
1,1940,5062,45 29.508768085,-122 35.57798643799999994,0,1,0,0,0,1
3,212,1456,45 27.26305124,-122 43.388404178,0,1,0,0,0,1
1,113,929,45 31.45701322,-122 39.38670291600000006,0,1,0,0,0,1
1,829,5122,45 32.529746299,-122 32.144315824,0,4,0,0,0,4
1,1940,9716,45 29.501754632,-122 33.528316807,0,4,0,0,0,4
1,919,6028,45 29.361036926,-122 38.11855781599999998,0,2,0,0,0,2
1,1027,1074,45 35.7218563400000001,-122 43.6277595400000001,0,1,0,0,0,1
3,OH100,1706,45 31.66512801999999995,-122 20.582366625,0,1,0,0,0,1
1,488,1432,45 33.49618617799999996,-122 35.356086206,0,2,0,0,0,2
3,1920,1928,45 29.26546658500000003,-122 28.38310904000000003,0,2,0,0,0,2
3,1005,5111,45 32.04785147,-122 32.55102298600000005,0,1,0,0,0,1
3,237,705,45 29.29607045899999996,-122 26.5097429,0,1,0,0,0,1
1,2213,5025,45 32.49376477,-122 42.10127788800000001,0,1,0,0,0,1
1,283,5053,45 31.223590193,-122 36.318735485,0,2,0,0,0,2
1,816,5019,45 31.32380749300000005,-122 41.252099453,0,1,0,0,0,1
1,2207,9611,45 30.326523145,-122 44.84505113,0,1,0,0,0,1
3,481,5082,45 29.290870967,-122 34.43630419200000006,0,1,0,0,0,1
1,1432,1939,45 34.569201344,-122 43.26709132300000004,0,4,0,0,0,4
1,1952,2317,45 27.341341381,-122 41.58022594000000005,0,2,0,0,0,2
4,2259,5028,45 31.95223307,-122 38.134867223,0,1,0,0,0,1
3,824,5131,45 28.365115921,-122 31.386342111,0,2,0,0,0,2
4,1019,5122,45 28.59615657999999996,-122 32.16631976,0,3,0,0,0,3
1,1501,8007,45 32.154192539,-122 26.301642627,0,1,0,0,0,1
5,922,2210,45 31.361200041,-122 38.363113519,0,1,0,0,0,1
3,829,5058,45 32.5367285089999999,-122 36.163523919,0,1,0,0,0,1
3,1617,5138,45 33.5455146479999999,-122 31.161178894,0,1,0,0,0,1
1,1311,5030,45 33.457243527,-122 38.5652451,0,3,0,0,0,3
1,725,5018,45 31.298815189,-122 41.21463670999999998,0,1,0,0,0,1
1,1940,9719,45 29.505965282,-122 33.59508767500000005,0,3,0,0,0,3
1,2620,5104,45 32.29843222000000003,-122 33.196856441,0,3,0,0,0,3
1,283,5007,45 31.225115215,-122 39.31237304499999997,0,1,0,0,0,1
1,2301,5017,45 27.515485666,-122 38.49351838799999996,0,2,0,0,0,2
1,824,5079,45 29.27839793,-122 34.5638386379999999,0,1,0,0,0,1
3,212,300,45 27.441427886,-122 42.131562519,0,1,0,0,0,1
1,1583,5004,45 30.40371995500000004,-122 40.498689068,0,1,0,0,0,1
1,1513,5011,45 30.465420435,-122 39.168733139,0,1,0,0,0,1
1,401,409,45 31.458248524,-122 24.320742813,0,1,0,0,0,1
1,607,5027,45 34.187543271,-122 38.172862819,0,2,0,0,0,2
1,2259,5084,45 31.88344881,-122 34.38001329,0,1,0,0,0,1
3,305,9729,45 31.561616679,-122 34.31395760600000003,0,1,0,0,0,1
1,1920,0,45 29.34790000299999996,-122 25.48219998100000005,0,1,0,0,0,1
3,2620,5001,45 32.36851699,-122 39.529023802,0,1,0,0,0,1
3,1432,9416,45 34.379783355,-122 40.406075574,0,1,0,0,0,1
1,221,2504,45 32.58291296200000005,-122 40.46662248,0,1,0,0,0,1
3,2317,5005,45 27.28877062899999995,-122 41.58043259,0,1,0,0,0,1
1,807,1519,45 32.426553584,-122 24.36944322,0,3,0,0,0,3
1,5075,1434,45 29.19608711399999997,-122 35.9695063900000001,0,1,0,0,0,1
1,925,1108,45 33.21949154999999998,-122 40.562624414,0,3,0,0,0,3
1,2612,5081,45 31.62478485,-122 34.49053869399999996,0,1,0,0,0,1
1,464,1567,45 30.125268852,-122 39.163503133,0,1,0,0,0,1
3,614,5129,45 30.14642861300000002,-122 31.5242897560000001,0,1,0,0,0,1
3,1920,2104,45 29.400449823,-122 24.360032443,0,1,0,0,0,1
1,234,5181,45 31.192322008,-122 28.37607690600000005,0,3,0,0,0,3
5,9473,5064,45 26.355984794,-122 44.333506547,0,1,0,0,0,1
1,922,5053,45 31.35404789,-122 36.31898391600000004,0,2,0,0,0,2
3,2210,5097,45 33.31650098699999997,-122 33.46177486,0,2,0,0,0,2
1,829,5057,45 32.5367285089999999,-122 36.163523919,0,4,0,0,0,4
3,458,5049,45 30.40666344,-122 36.44250353600000004,0,1,0,0,0,1
3,9491,9492,45 30.98310996,-122 40.23727305899999998,0,1,0,0,0,1
3,252,928,45 32.341802616,-122 40.239477884,0,1,0,0,0,1
1,1025,5039,45 31.507898052,-122 37.22691622,0,1,0,0,0,1
1,2328,5042,45 32.15991472199999999,-122 37.117278669,0,1,0,0,0,1
5,472,9756,45 33.354055901,-122 33.413564316,0,1,0,0,0,1
3,2234,5033,45 33.544296218,-122 37.5035859310000001,0,1,0,0,0,1
1,113,5014,45 31.183302117,-122 41.9003803,0,1,0,0,0,1
1,905,5188,45 31.350153508,-122 28.118907246,0,1,0,0,0,1
1,5047,0,45 29.34512,-122 34.23892,0,1,0,0,0,1
1,201,1923,45 29.252893576,-122 23.359871812,0,2,0,0,0,2
4,2259,5060,45 31.9325662300000001,-122 36.85402468,0,2,0,0,0,2
3,1013,5194,45 31.492410151,-122 27.470912032,0,1,0,0,0,1
1,2210,5138,45 33.15633135500000002,-122 31.16159354,0,2,0,0,0,2
1,1012,5033,45 32.11215042500000001,-122 37.503929195,0,2,0,0,0,2
1,725,5013,45 31.30197051000000002,-122 41.32051977000000003,0,1,0,0,0,1
3,801,1402,45 32.11551959,-122 26.11080557,0,2,0,0,0,2
1,2660,1432,45 34.42983828100000004,-122 42.48606511,0,1,0,0,0,1
1,2612,5090,45 31.60316892,-122 34.16862509,0,2,0,0,0,2
1,2259,9725,45 31.8563875,-122 33.525808335,0,3,0,0,0,3
1,482,1303,45 30.7976041800000001,-122 40.317181973,0,7,0,0,0,7
3,614,5152,45 30.15353250899999999,-122 30.252066219,0,1,0,0,0,1
1,824,9712,45 28.456599787,-122 34.05584269000000001,0,2,0,0,0,2
1,2245,5013,45 27.54129195900000006,-122 39.107864266,0,1,0,0,0,1
3,614,5138,45 30.14718298,-122 31.169611975,0,1,0,0,0,1
1,2702,5012,45 31.11575189,-122 41.42343941,0,1,0,0,0,1
3,5033,9512,45 32.13172277000000001,-122 37.503715125,0,3,0,0,0,3
1,2620,5003,45 32.36628972,-122 39.455909081,0,1,0,0,0,1
1,1061,5033,45 34.56764589999999995,-122 37.503505181,0,3,0,0,0,3
1,852,5052,45 28.33926246,-122 36.360615096,0,2,0,0,0,2
3,9763,171,45 34.190338882,-122 33.44760515,0,1,0,0,0,1
1,283,5014,45 31.224260258,-122 39.56734749,0,4,0,0,0,4
1,1940,5071,45 29.507835577,-122 35.23642841600000004,0,3,0,0,0,3
1,922,5082,45 31.35141085499999996,-122 34.44540733,0,5,0,0,0,5
1,1940,5021,45 29.576824162,-122 38.40707114600000004,0,3,0,0,0,3
1,1021,5038,45 30.31603218199999997,-122 37.261879975,0,1,0,0,0,1
3,1321,2402,45 32.307674833,-122 39.41748670399999995,0,3,0,0,0,3
1,612,1419,45 30.179863912,-122 25.249617917,0,1,0,0,0,1
1,2259,5009,45 31.96704994,-122 39.24022610999999998,0,1,0,0,0,1
1,267,5026,45 32.6578689999999999,-122 38.208268934,0,1,0,0,0,1
1,2210,5039,45 32.54766127000000004,-122 37.22507451,0,3,0,0,0,3
4,2662,5082,45 33.28612886100000004,-122 34.42858557299999994,0,2,0,0,0,2
1,2610,5082,45 31.56658417799999995,-122 34.444247006,0,1,0,0,0,1
